ticker,sector,exchange,volume of listed
VDAHauGiang,,Khác,0
VDBank,,Khác,0
VDM,Dịch vụ chuyên biệt và thương mại,OTC,5000000
VDSE,,OTC,0
VECVN,,OTC,0
VEE,Tư liệu sản xuất,OTC,10185820
Vegetexco,,OTC,0
Vegetigi,,OTC,0
Vemedim,,OTC,0
VEOF,,OTC,0
VF2,,Khác,0
VFAAudit,,Khác,0
VFMK,,Khác,0
VFMVF1,Dịch vụ tài chính,Khác,100000000
VFMVF4,Dịch vụ tài chính,OTC,80646000
VFMVFA,Dịch vụ tài chính,OTC,24043760
VHI,Phân phối và bán lẻ hàng lâu bền,OTC,76900000
VIA,"Thực phẩm, đồ uống và thuốc lá",OTC,1200000
VIAAudit,,Khác,0
Viapco,,OTC,0
VIAVietNam,,Khác,0
Vibex,,OTC,0
VICEM,,OTC,0
Vicopharm,,OTC,2740000
VICOSA,,OTC,0
VIDBank,,Khác,0
VIDOCO,,OTC,4000000
VienthongBacLieu,,OTC,0
VienthongBacMT,,OTC,0
VienthongCT,,OTC,0
VienthongDaLat,,OTC,0
VienThongDongDo,,OTC,0
VienThongDongThap,,OTC,0
VietAnh,,Khác,0
VietAuditors,,Khác,0
VietBac,,OTC,0
Vietbook,,Khác,0
VietCapital,,OTC,0
VietCeramics,,OTC,0
VIETCPA,,Khác,0
VietDucAudit,,Khác,0
VietDuong,,Khác,0
VietHaAudit,,Khác,0
VietHung,,OTC,0
VietinbankCapital,,Khác,0
Vietland,,Khác,0
VietLongAudit,,Khác,0
Vietlott,,Khác,0
VietMyAudit,,Khác,0
VietnamTiger,,Khác,0
Vietnamtourism,,OTC,0
VietNgaBank,,Khác,0
VietNhat,,Khác,0
VietNhatFPT,,Khác,0
VietSangTao,,OTC,2253030
Viettel,,OTC,0
VietTinAudit,,Khác,0
VIETTRANS6,,OTC,1340022
Vietvalue,,Khác,0
VietY,,OTC,3400000
VIFON,,OTC,0
Vigatexco,,OTC,9500000
VIGECAM,,Khác,22000000
Viger,,OTC,1800000
ViglaceraPB,,OTC,0
ViglaceraVanHai,,OTC,0
Viha,,OTC,0
VIHAAC,,Khác,0
Vikhaco,,OTC,0
VIKOR,,OTC,0
VILACONA,,OTC,2069000
Vimec,,OTC,0
VimecMedical,,OTC,0
Vinabico,,OTC,0
Vinabomi,,OTC,0
VINACAFE,,OTC,0
VinaCapital,,Khác,0
VINACCO,,Khác,0
VINACHEM,,Khác,0
Vinachimex,,OTC,0
VinacominLand,,Khác,0
Vinaconex17,,OTC,0
vinaconex91,,OTC,0
VinaconexAlphanam,,OTC,0
VinaconexQT,,OTC,0
VinaconexSG,,OTC,0
VinaFood1,,OTC,0
VinafoodHD,,OTC,0
Vinafor,,OTC,0
VINALINES,,Khác,0
VinalinesNT,,Khác,0
VINAMED,,Khác,0
Vinamit,,OTC,0
VINAMOTOR,,OTC,0
Vinapaco,,Khác,0
Vinaphone,,Khác,0
VinaSaiGon,,OTC,0
VinashinNamThanh,,OTC,0
Vinasiam,,Khác,0
VINASINO,,OTC,0
VinasugarI,,OTC,0
VinasugarII,,OTC,0
Vinataba,,Khác,0
Vinatea,,OTC,0
Vinatour,,OTC,0
VINAWACO,,Khác,0
VinaWealth,,OTC,0
VinaWind,,OTC,0
Vineco5,,OTC,0
VinFast,,Khác,0
VinhCuu,,OTC,4000000
Vinhhao,,OTC,0
VinhHue,,OTC,0
VinhLoi,,OTC,0
VinhTuong,,OTC,0
Vinphaco,,OTC,0
Vipaco,,OTC,3000000
Viptour,,OTC,0
VIRASIMEX,,OTC,0
VIRESCO,,OTC,0
VIS,Nguyên vật liệu,OTC,73830393
VISE,,OTC,0
VISECO,,OTC,0
Vitranimex,,OTC,0
VITS,,Khác,1600000
VIVASO,,OTC,0
Viwaseen1,,OTC,0
Viwaseen2,,OTC,100000
VKD,"Thực phẩm, đồ uống và thuốc lá",OTC,12499988
VLD,,OTC,0
VLFM,,OTC,0
VLIF,,Khác,0
VLPort,,OTC,0
VMCCo,,OTC,1469900
VMI,Tư liệu sản xuất,OTC,10949999
VNAA,,Khác,0
VNAAFC,,Khác,0
VNAAudit,,Khác,0
VNAC,,OTC,0
VNAFC,,Khác,0
VNASC,,Khác,0
VNAudit,,Khác,0
VNCafe,,OTC,0
VNCAudit,,Khác,0
VNECO,,OTC,0
Vneco6,,OTC,0
Vneco7,,OTC,0
VNN,Phân phối và bán lẻ hàng lâu bền,OTC,5726698
VNPT,,Khác,0
VNPTLAND,,OTC,0
VNSC,,OTC,4500000
VPAudit,,Khác,0
VPBankS,,OTC,5600000
VPF1,,Khác,0
VPF2,,Khác,0
VPF3,,Khác,0
VPIG,,OTC,0
VPJSC,,OTC,0
VPK,Nguyên vật liệu,Khác,14998817
VPL,Dịch vụ tiêu dùng,OTC,205498489
VPSS,,OTC,80000000
VQSC,,OTC,0
VRTS,,OTC,0
VSEC,,OTC,13500000
VSETGROUP,,OTC,0
VSFC,,Khác,0
VSIndustry,,OTC,0
VSMS,,OTC,20000000
VSP,Vận tải,OTC,38084489
VT1,Phân phối và bán lẻ hàng lâu bền,OTC,2000000
VT8,Vận tải,OTC,7549491
VTCC,,OTC,0
VTCOnline,,OTC,0
VTF,"Thực phẩm, đồ uống và thuốc lá",OTC,41812781
VTPGroup,,OTC,0
VTSC,,OTC,3500000
VTSS,,OTC,13800000
VTT,,OTC,0
VuaNem,,OTC,0
VUG,,OTC,0
VungTauShip,,OTC,0
VVF,,OTC,100000000
WEB,,Khác,300000000
WooriBank,,Khác,0
WTB,,Khác,0
WTN,Dịch vụ tiện ích,OTC,10576827
X18,Nguyên vật liệu,OTC,4155777
X78,,OTC,2160000
XayDung14,,OTC,0
XayDung204,,OTC,0
XayDung24,,OTC,0
XayDung40,,OTC,0
XayDung720,,OTC,0
XaylapGialai,,OTC,0
XayLapHoangLien,,OTC,0
XDBD,,OTC,10700000
XDBinhDinh,,OTC,0
XDBinhDuong,,OTC,0
XDC,Tư liệu sản xuất,OTC,8200
XDCT507,,OTC,0
XDHTCanTho,,OTC,0
XDTruongThanh,,Khác,0
XDVinaconex,,OTC,0
XeThaiBinh,,OTC,0
XiMangBacGiang,,OTC,3527300
XiMangGiaLai,,OTC,1002895
XiMangKienGiang,,OTC,0
XimangTayDo,,OTC,0
XMCOSEVCO,,OTC,0
XMTuyenQuang,,OTC,0
XNKNinhBinh,,OTC,0
XNKNongSan,,OTC,0
XNKSaigontourist,,OTC,0
XNKThaiBinh,,OTC,0
XuatKhauLongAn,,OTC,1200000
Yeah1Edigital,,OTC,0
YenBai,,OTC,0
YRC,Vận tải,OTC,1900000
YSC,Nguyên vật liệu,OTC,1100000
YSVN,Dịch vụ tài chính,Khác,30000000
ÐTPTTruongAn,,Khác,0
