Symbol,Company Name,Sector,Exchange,Volume of listed
MyKhe,CTCP Mỹ Khê Việt Nam,,OTC,0
MyPhamSG,CTCP Mỹ phẩm Sài Gòn,,OTC,0
Nakydaco,CTCP Dầu thực vật Tân Bình,,OTC,4310000
NamChien,CTCP Thủy điện Nậm Chiến,,OTC,0
NAMCO,CTCP Khoáng sản Nghệ An,,OTC,0
NamKhang,CTCP Đầu tư Nam Khang,,OTC,8300000
NamMuc,CTCP Thủy điện Nậm Mức,,OTC,0
NamThi,CTCP Thủy điện Nậm Thi - Sông Đà 7,,OTC,0
NamTrieu,CTCP Công nghiệp Tàu thủy và Xây dựng Nam Triệu,,OTC,0
NamVietOil,CTCP Lọc Hoá Dầu Nam Việt,,OTC,0
Natraco,CTCP Thương mại Nghệ An,,OTC,0
NBN,CTCP Xây dựng Công trình 545,,OTC,0
NBR,CTCP Đường sắt Nghĩa Bình,Vận tải,OTC,1806000
NBS,CTCP Bến xe Nghệ An,Vận tải,OTC,3153200
NCP,CTCP Nhiệt điện Cẩm Phả - TKV,Dịch vụ tiện ích,Khác,196980622
NgocHy,CTCP Dịch vụ In Trần Ngọc Hy Cà Mau,,OTC,0
NgocTung,CTCP Sản xuất Thương mại Dịch vụ Ngọc Tùng,,OTC,0
NgoVietNam,CTCP Đầu tư Phát triển Ngô Việt Nam,,OTC,0
NhaBeTech,CTCP Tư vấn Công nghệ Nhà Bè,,OTC,0
NHACANTHO,Công ty TNHH MTV Phát triển và Kinh doanh Nhà Thành phố Cần Thơ,,Khác,0
NhanLuc,CTCP Phát triển Nguồn nhân lực LOD,,OTC,0
NhaSaiGon,CTCP Đầu tư Xây dựng và Kinh doanh Nhà Sài Gòn,,OTC,0
NhatMinhAudit,Công ty TNHH Kiểm toán Nhất Minh,,Khác,0
NhatNam,CTCP Nhất Nam,,OTC,0
NHDulieu,Công ty TNHH Ngân hàng Dữ liệu,,Khác,0
NhietDienMienBac,CTCP Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,,OTC,0
NHN,CTCP Phát triển Đô thị Nam Hà Nội,Phát triển và quản lý bất động sản,OTC,200000000
NhoQue1,CTCP Thủy điện Nho Quế 1,,OTC,0
NHS,CTCP Đường Ninh Hòa,"Thực phẩm, đồ uống và thuốc lá",OTC,60750000
NHSV,Công ty TNHH Chứng khoán NH Việt Nam,,Khác,0
NhuNgoc,CTCP Sản xuất và Thương mại Xuất nhập khẩu Như Ngọc,,OTC,0
NHW,CTCP Ngô Han,Chất bán dẫn và thiết bị bán dẫn,OTC,22950627
NIC,CTCP Đầu tư Nhơn Trạch,,OTC,0
Nicotex,CTCP Nicotex,,Khác,0
NinhBac,CTCP Đầu tư Tài chính Ninh Bắc,,OTC,0
NIS,CTCP Dịch vụ Hạ tầng Mạng,Dịch vụ viễn thông,OTC,3000000
NISACO,CTCP Muối Ninh Thuận,,OTC,0
NKD,CTCP Chế biến thực phẩm Kinh Đô Miền Bắc,"Thực phẩm, đồ uống và thuốc lá",OTC,15124213
NLC,CTCP Thủy điện Nà Lơi,Dịch vụ tiện ích,OTC,5000000
NMK,CTCP Xây dựng Công trình 510,Tư liệu sản xuất,OTC,2700000
NNB,CTCP Cấp thoát nước Ninh Bình,Dịch vụ tiện ích,OTC,15080000
NNG,CTCP Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,Nguyên vật liệu,OTC,81570988
NNQ,CTCP Giống Nông nghiệp Quảng Nam,Dịch vụ chuyên biệt và thương mại,OTC,1281303
NoiHoiVN,CTCP Nồi hơi Việt Nam,,OTC,0
NongSanNinhThuan,CTCP Xuất khẩu Nông sản Ninh Thuận,,OTC,0
NovaGroup,CTCP Tập đoàn NovaGroup,,OTC,0
NPH,CTCP Khách Sạn Bưu Điện Nha Trang,Dịch vụ tiêu dùng,OTC,2000000
NPS,CTCP May Phú Thịnh - Nhà Bè,Hàng tiêu dùng và trang trí,OTC,2170000
NS3,CTCP Sản xuất Kinh doanh Nước sạch Số 3 Hà Nội,Dịch vụ tiện ích,OTC,7919999
NSCTech,CTCP Công nghệ NCS,,OTC,4000000
NSI,CTCP Chứng khoán Quốc Gia,,OTC,5000000
NSN,CTCP Xây dựng 565,Tư liệu sản xuất,OTC,2959314
NSP,CTCP Nhựa Sam Phú,Nguyên vật liệu,OTC,5000000
NTR,CTCP Đường sắt Nghệ Tĩnh,Vận tải,OTC,1492000
NTS,CTCP Nội thất SHINEC,,OTC,2000000
NuiPhao,Công ty TNHH Khai thác chế biến khoáng sản Núi Pháo,,Khác,0
Nuocdathuysan,CTCP Nước đá Thủy sản Kiên giang,,OTC,0
NuocQuangNam,CTCP Cấp thoát nước Quảng Nam,,OTC,21600000
NuocSachLaoCai,Công ty TNHH MTV Kinh doanh Nước sạch Lào Cai,,Khác,0
Nutifood,CTCP Thực phẩm Dinh dưỡng Đồng Tâm,,OTC,0
NVC,CTCP Nam Vang,Phân phối và bán lẻ hàng lâu bền,OTC,16000000
NVN,CTCP Nhà Việt Nam,Phát triển và quản lý bất động sản,OTC,10656800
NVS,CTCP Chứng khoán Navibank,,OTC,3500000
Oceanbank,Ngân hàng Thương mại TNHH MTV Đại Dương,,Khác,0
OLC,"CTCP Xây dựng, Dịch vụ và Hợp tác Lao động",,OTC,0
OMC,CTCP Quản lý Quỹ Đầu tư Lighthouse,,OTC,0
ORC,CTCP Bán lẻ và Quản lý Bất động sản Đại Dương,,OTC,0
OSC,CTCP Chứng khoán Đại Tây Dương,,OTC,13500000
OSCVN,CTCP Du lịch Dịch vụ Dầu khí Việt Nam,,OTC,0
Oseven,CTCP Oseven,,OTC,111600000
OTG,CTCP Otran Logistics,,OTC,0
OtoTienGiang,CTCP Vận tải Ô Tô Tiền Giang,,OTC,0
PacificAudit,Công ty TNHH Kiểm toán Thái Bình Dương,,Khác,0
PACKEXIM,CTCP Sản xuất và Xuất nhập khẩu Bao bì,,OTC,0
Packsimex,CTCP Xuất nhập khẩu Sản xuất Gia công và Bao bì,,OTC,0
PACO,Công ty TNHH Dịch vụ Kiểm toán và Tư vấn Kế toán Bắc Đẩu,,Khác,0
PAMCO,CTCP Quản lý Quỹ Leadvisors,,OTC,0
PBK,CTCP Điện lực Dầu khí Bắc Kạn,Dịch vụ tiện ích,OTC,8642300
PDAC,Công ty TNHH Kiểm toán và Tư vấn Phan Dũng,,Khác,0
PDT,CTCP Thương mại Dầu khí Đồng Tháp,Phân phối và bán lẻ hàng lâu bền,OTC,773526
PeaceTour,CTCP Du lịch Hòa Bình Việt Nam,,OTC,0
PetroKienGiang,CTCP Xăng dầu Dầu khí Kiên Giang,,OTC,0
PETROMAT,CTCP Vật tư Xăng dầu Petec,,OTC,0
PETROMEKONG,CTCP Vận tải Dầu khí Mê Kông,,OTC,0
PetroTrade,Công ty Thương mại Xăng dầu Lào,,Lào,235000000
PetroVietnam,Tập đoàn Dầu khí Việt Nam,,Khác,0
PFH,CTCP Đầu tư Tài chính Bảo hiểm Dầu khí,,OTC,0
PFI,CTCP Đầu tư Tài chính Công đoàn Dầu khí Việt Nam,,OTC,0
PFV,CTCP Đầu tư và Thương mại PFV,Phát triển và quản lý bất động sản,OTC,60000000
PhanPhoiVietnam,CTCP Đầu tư và Phát triển Hệ thống Phân phối Việt Nam,,OTC,0
PhanVu,CTCP Đầu tư Phan vũ,,OTC,15000000
PHFM,CTCP Quản lý Quỹ Phú Hưng,,OTC,0
PhimGiaiPhong,CTCP Phim Giải phóng,,OTC,0
PhimThienNgan,CTCP Phim Thiên Ngân,,OTC,0
PHT,CTCP Sản xuất và Thương mại Phúc Tiến,Nguyên vật liệu,OTC,21440030
PhuDat,CTCP Đầu tư và Xây dựng Dầu khí Phú Đạt,,OTC,43000000
PhuHung,CTCP Bảo hiểm Phú Hưng,,OTC,30000000
PhuHungLife,CTCP Bảo hiểm nhân thọ Phú Hưng,,Khác,0
PhuLong,CTCP Địa ốc Phú Long,,OTC,0
PHUMYOIL,CTCP Sản xuất và Chế biến Dầu khí Phú Mỹ,,OTC,0
PhuongNamSF,CTCP Chế biến Thực phẩm Phương Nam,,OTC,0
PhuongTrang,CTCP Du lịch và Vận tải Phương Trang,,OTC,0
PhuQuoc,CTCP Du lịch Phú Quốc,,OTC,0
PhuTung,CTCP Xuất nhập khẩu Máy và Phụ tùng,,OTC,0
PIDIC,CTCP Đầu tư Phát triển Hạ tầng Phú Quốc,,OTC,0
Pisico,CTCP Chế biến Gỗ nội thất Pisico,,OTC,0
PisicoDongAn,CTCP Chế biến gỗ Pisico Đồng An,,OTC,0
PKR,CTCP Đường sắt Phú Khánh,Vận tải,OTC,2000000
PME,CTCP Pymepharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,0
PMM,CTCP Hàng hải Phú Mỹ,,OTC,2396640
PNB,Ngân hàng TMCP Phương Nam,,Khác,321247998
PNS,CTCP Chứng khoán Funan,,OTC,0
PNTAudit,Công ty TNHH Kiểm toán Quốc tế PNT,,Khác,0
Porycoast,CTCP Tư vấn Thiết kế Cảng - Kỹ thuật biển,,OTC,0
POTRACO,CTCP Vận tải và Dịch vụ Điện lực,,OTC,4700000
PPAP,Công ty Cảng Phnom Penh,,Campuchia,0
PPG,CTCP Sản xuất - Thương mại - Dịch vụ Phú Phong,Hàng tiêu dùng và trang trí,OTC,7342500
PPSP,Đặc khu Kinh tế Phnom Penh,,Campuchia,0
PPWSA,Công ty Cấp thoát nước Phnom Penh,,Campuchia,86973162
Prevoir,Công ty TNHH Bảo hiểm Nhân thọ Mirae Asset Prévoir,,Khác,0
Proconco,CTCP Việt Pháp Sản xuất Thức ăn Gia súc PROCONCO,,OTC,0
PROMEXCO,CTCP Sản xuất Bao bì và Hàng xuất khẩu,,OTC,5000000
PRUBF1,Quỹ đầu tư Cân bằng Prudential,Dịch vụ tài chính,OTC,50000000
Prudential,Công ty TNHH Bảo hiểm Nhân thọ Prudiential Việt Nam,,Khác,0
PTF,Công ty Tài chính TNHH MTV Bưu Điện,,Khác,0
PTHTKCNThaiNguyen,CTCP Phát Triển Hạ tầng Khu Công nghiệp Thái Nguyên,,OTC,0
PTICC,CTCP Tư vấn Đầu tư và Xây dựng Bưu điện,,OTC,0
PTK,CTCP Luyện kim Phú Thịnh,Nguyên vật liệu,OTC,21600000
PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô Tô PTM,Phân phối và bán lẻ hàng lâu bền,OTC,4200000
PTN,CTCP Phát triển nhà Khánh Hòa,Phát triển và quản lý bất động sản,OTC,5801924
PVCI,CTCP Đầu tư Xây lắp Dầu khí Việt Nam,,OTC,0
PVCME,CTCP Thi Công Cơ giới và Lắp máy Dầu khí,,OTC,50000000
PVcomBank,Ngân hàng TMCP Đại chúng Việt Nam,,OTC,0
PVEIC,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,,OTC,0
PVF,Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam,Dịch vụ tài chính,OTC,600000000
PVFCCapital,CTCP Quản lý Quỹ Ngân hàng TMCP Đại chúng Việt Nam,,OTC,0
PVIASSET,CTCP Quản lý Quỹ PVI,,OTC,0
PVID,CTCP Đầu tư và Xây lắp khí,,OTC,0
PVQuangNinh,CTCP Xăng dầu Dầu khí Quảng Ninh,,OTC,0
PVSH,CTCP Vạn Khởi Thành,,OTC,44697200
PVST,CTCP Du Lịch Dầu khí Sapa,,OTC,10000000
PVThaiNguyen,CTCP Xăng dầu Dầu khí Thái Nguyên,,OTC,0
PWC,Công ty TNHH Price Waterhouse Coopers Việt Nam,,Khác,0
PXH,CTCP Xây lắp Dầu khí Hà Nội,,OTC,30000000
PXK,CTCP Đầu tư và Xây lắp Dầu khí Kinh Bắc,,OTC,15000000
PYU,CTCP Môi trường và Công trình Đô thị Phúc Yên,Dịch vụ chuyên biệt và thương mại,OTC,2073985
QBR,CTCP Đường sắt Quảng Bình,Vận tải,OTC,1760500
QCAudit,Công ty TNHH Kiểm toán Quy Chuẩn,,Khác,0
QLD,CTCP Quản lý và Xây dựng Giao thông Lạng Sơn,Tư liệu sản xuất,OTC,1207400
QLT,CTCP Quản lý Bảo trì Đường thủy Nội địa Số 10,Vận tải,OTC,1500000
QNAASC,Công ty TNHH Dịch vụ Tư vấn Tài chính Kế toán Kiểm toán Quảng Ninh,,Khác,0
QNSC,CTCP Cung ứng Tàu biển Quảng Ninh,,OTC,0
QNTP,CTCP Quản lý Quỹ NTP,,Khác,0
QuangMinh,Công ty TNHH Kiểm toán Quang Minh,,Khác,0
QuangtruongQT,CTCP Thương mại Dịch vụ Quảng trường Quốc tế,,OTC,0
QuyDauTuVN,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,,OTC,0
QuyVCBF,Quỹ đầu tư Cân bằng Chiến lược VCBF,,OTC,0
QuyVietCat,CTCP Quản lý Quỹ Việt Cát,,OTC,0
QVA,Công ty TNHH Kiểm toán Quảng Việt,,Khác,0
RauQua1,CTCP Xuất nhập khẩu Rau Quả I,,OTC,1980000
RECO,CTCP Cơ khí Cao su,,OTC,0
REM,CTCP Tu bổ Di tích Trung ương - Vinaremon,Tư liệu sản xuất,OTC,1148600
REN,CTCP Xây dựng và Đầu tư KDL Sinh Thái,,OTC,2818032
RES10,CTCP Địa ốc 10,,OTC,0
RESCO8,CTCP Địa ốc 8,,OTC,0
RESCONHA,CTCP Phát triển và Kinh doanh Nhà,,Khác,0
RGC,CTCP Đầu tư PV - Inconess,Truyền thông và giải trí,OTC,89123600
RHC,CTCP Thủy điện Ry Ninh II,Dịch vụ tiện ích,OTC,5120000
RHN,CTCP Đường sắt Hà Ninh,Tư liệu sản xuất,OTC,1509900
Ricons,CTCP Đầu tư Xây dựng Ricons,,OTC,0
RLC,CTCP Đường bộ Lào Cai,Tư liệu sản xuất,OTC,1138689
ROS,CTCP Xây dựng FLC Faros,Tư liệu sản xuất,OTC,567598121
RoyalVN,Công ty Tư vấn Kiểm toán Hoàng Gia Việt Nam,,Khác,0
RTH,CTCP Đường sắt Thanh Hóa,Tư liệu sản xuất,OTC,2085900
RTS,CTCP Thông tin Tín hiệu Đường sắt Đà Nẵng,Vận tải,OTC,1083333
RUID,CTCP Đầu tư Phát triển Hạ tầng và Đô thị Đường sắt,,OTC,0
RUSCO,CTCP Kho vận và Dịch vụ Hàng hóa Cao su,,OTC,0
RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,,OTC,0
S33,CTCP Mía đường 333,"Thực phẩm, đồ uống và thuốc lá",OTC,8331409
S64,CTCP Sông Đà 6.04,Tư liệu sản xuất,OTC,2000000
S91,CTCP Sông Đà 9.01,Tư liệu sản xuất,OTC,2940000
SAAC,Công ty TNHH Kế toán và Kiểm toán Phương Nam,,Khác,0
SabecoMienDong,CTCP Thương mại Sabeco Miền Đông,,OTC,0
SabecoNTB,CTCP Thương mại Bia Sài Gòn Nam Trung Bộ,,OTC,0
SabecoSongHau,CTCP Thương mại Sabeco Sông Hậu,,OTC,0
SabecoTayNguyen,CTCP Thương mại Bia Sài Gòn Tây Nguyên,,OTC,0
SachBinhDuong,CTCP Sách - Thiết bị Giáo dục Bình Dương,,OTC,1000000
SachHoaBinh,CTCP Sách và Thiết bị Trường học Hòa Bình,,OTC,1000000
SachThanhHoa,CTCP Sách và Thiết bị Trường học Thanh Hóa,,OTC,1050000
Sadaco,CTCP Phát triển Sản xuất Thương mại Sài Gòn,,OTC,0
SAGEL,CTCP Điện tử và Dịch vụ Công nghiệp Sài Gòn,,OTC,0
SAGRI,Tổng Công ty Nông nghiệp Sài Gòn - TNHH MTV,,Khác,0
Saicom,CTCP Đầu Tư và Xây dựng Bưu Chính Viễn Thông,,OTC,0
SAIGON5,CTCP Phát triển địa ốc Sài Gòn 5,,OTC,0
SaiGonAir,CTCP Sài Gòn Sân Bay,,OTC,0
SaiGonART,CTCP Mỹ thuật Sài Gòn,,OTC,0
SaiGonAuditing,Công ty TNHH Kiểm toán - Thuế - Tư vấn Sài Gòn,,Khác,0
SaiGonCapital,CTCP Quản lý Quỹ Sài Gòn,,OTC,4380000
SAIGONIPD,Công ty TNHH MTV Phát triển Khu Công nghiệp Sài Gòn,,Khác,0
SaiGonNinhChu,CTCP Du lịch Sài Gòn Ninh Chữ,,OTC,6900000
Saigontourist,Tổng Công ty Du lịch Sài Gòn - Công ty TNHH MTV,,OTC,0
SaiGonXanh,CTCP Đầu tư Phát triển Địa Ốc Sài Gòn Xanh,,OTC,30000000
SAMCO,Tổng Công ty Cơ Khí Giao thông Vận tải Sài Gòn TNHH MTV,,Khác,0
SamSet,CTCP Vận tải và Dịch vụ Hàng Hải Cảng Sài Gòn,,OTC,0
SanglapAchau,Công ty TNHH Kiểm toán Tư vấn Sáng lập Á Châu,,Khác,0
SaoViet,Công ty TNHH Kiểm toán Sao Việt,,Khác,0
Sapasco,CTCP Bao bì và Dịch vụ Sam Thịnh,,OTC,0
SATICO,Công ty TNHH MTV Satra Tiền Giang,,Khác,0
SATRA,Tổng Công ty Thương mại Sài Gòn TNHH MTV,,Khác,0
SatraTayNam,Công ty TNHH MTV Satra Tây Nam,,Khác,0
SBBS,CTCP Chứng khoán Saigonbank Berjaya,,OTC,30000000
SBC,CTCP Vận tải và Giao nhận Bia Sài Gòn,Vận tải,OTC,8000000
SBF,CTCP Quản lý Quỹ Sabeco,,OTC,0
SBF1,Quỹ đầu tư Sabeco 1,,Khác,0
SCA,CTCP Nông nghiệp Sông Con,"Thực phẩm, đồ uống và thuốc lá",OTC,2076000
SCB,Ngân hàng TMCP Sài Gòn,,OTC,0
SCCV,CTCP Than Miền Nam - Vinacomin,,OTC,0
SCFC,CTCP Lương thực Nam Trung Bộ,,OTC,0
SCH,CTCP Thủy điện Sông Chảy 5,Dịch vụ tiện ích,OTC,15000000
SCIC,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,,Khác,0
SCJSC,CTCP Sài Gòn - Cam Ranh,,OTC,0
SCV,CTCP Muối Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,1279392
SDBP,CTCP Sông Đà Bình Phước,,OTC,7000000
SDE,CTCP Kỹ thuật Điện Sông Đà,Tư liệu sản xuất,OTC,1751092
SDF,Công ty Tài chính Cổ phần Sông Đà,Dịch vụ tài chính,OTC,68600000
SDH,CTCP Xây dựng Hạ tầng Sông Đà,Tư liệu sản xuất,OTC,20950000
SDI,CTCP Đầu Tư và Phát triển Đô Thị Sài Đồng,Phát triển và quản lý bất động sản,Khác,119995800
SDL,CTCP Sông Đà - Hoàng Long,,OTC,0
SDNT,CTCP Sông Đà - Nha Trang,,OTC,0
SDS,CTCP Xây lắp và Đầu tư Sông Đà,Tư liệu sản xuất,OTC,0
SeafoodF17,CTCP Nha Trang Seafoods - F17,,OTC,0
SeASecurities,CTCP Chứng khoán Asean,,OTC,50000000
SEC,CTCP Mía đường - Nhiệt điện Gia Lai,"Thực phẩm, đồ uống và thuốc lá",OTC,38999876
SEL,CTCP Sông Đà 11 Thăng Long,Tư liệu sản xuất,OTC,5000000
Serrano,CTCP Serrano Việt Nam,,OTC,5300000
SFA1,Quỹ đầu tư Chứng khoán Sài Gòn A1,,Khác,0
SFA2,Quỹ đầu tư Chứng khoán Sài Gòn A2,,Khác,0
SFT,CTCP Softech,Phần mềm và dịch vụ,OTC,3000000
SGAudit,Công ty TNHH Kiểm toán và Tin học Sài Gòn,,Khác,0
SGCLInresco,CTCP Đầu tư và Địa ốc Sài Gòn Chợ Lớn,,OTC,0
SGDiamond,CTCP Sài Gòn Kim Cương,,OTC,0
SGIC,CTCP Quản lý Quỹ đầu tư SGI,,OTC,0
SGNAudit,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán SGN,,Khác,0
SGO,CTCP Dầu thực vật Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",OTC,20000000
SGPC,CTCP Giấy Sài Gòn,,OTC,0
SHBFinance,Công ty TNHH MTV Ngân hàng TMCP Sài Gòn - Hà Nội,,Khác,0
SHBS,CTCP Chứng khoán SHB,,OTC,15000000
SHF,CTCP Quản lý Quỹ đầu tư Sài Gòn - Hà Nội,,OTC,0
SHINEC,CTCP Công nghiệp Tàu thủy Shinec,,OTC,1500000
Shinhan,Ngân hàng TNHH MTV Shinhan Việt Nam,,Khác,0
ShinhanFi,Công ty Tài chính TNHH MTV Shinhan Việt Nam,,Khác,0
Shinhanvina,Ngân hàng Liên doanh Shinhanvina,,Khác,0
SHL,CTCP Đầu tư Sông Hồng - Thăng Long,,OTC,3000000
SHV,CTCP Hải Việt,"Thực phẩm, đồ uống và thuốc lá",OTC,6263720
SHX,CTCP Sài Gòn Hỏa xa,Vận tải,OTC,1720000
SIC,CTCP ANI,Phát triển và quản lý bất động sản,OTC,23999270
Sihanoukville,Tập đoàn Quản Lý Cảng Biển Sihanoukville Autonomous Port,,Campuchia,0
SJCG,Công ty TNHH MTV Vàng bạc Đá quý Sài Gòn - SJC,,OTC,0
SJCS,CTCP Chứng khoán ASAM,,OTC,0
SKS,CTCP Công trình Giao thông Sông Đà,Tư liệu sản xuất,OTC,4500000
SLC,CTCP Dịch vụ Xuất khẩu Lao động và Chuyên gia,Dịch vụ chuyên biệt và thương mại,OTC,9200000
SLD,CTCP Địa ốc Sacom,,OTC,0
Smartlink,CTCP Dịch vụ Thẻ Smartlink,,OTC,0
SME,CTCP Chứng khoán SME,Dịch vụ tài chính,OTC,22500000
SMEC,CTCP Quản lý Quỹ Amber,,OTC,7000000
SMVC,CTCP Seoul Metal Việt Nam,Tư liệu sản xuất,OTC,0
SNG,CTCP Sông Đà 10.1,Tư liệu sản xuất,OTC,4663060
SocTrang,CTCP Thủy sản Sóc Trăng,,OTC,0
SoiTraLy,CTCP Sợi Trà Lý,,OTC,0
SON,CTCP Cung ứng Nhân lực Quốc tế và Thương mại,Dịch vụ chuyên biệt và thương mại,OTC,9729930
Sonacon,CTCP Xây lắp Sonacons,,OTC,0
SonBachTuyet,CTCP Sơn Bạch Tuyết,,OTC,0
SonChatDeo,CTCP Sơn - Chất Dẻo,,OTC,0
SongDa,CTCP Vật liệu Xây dựng Sông Đà,,OTC,0
SongDa109,CTCP Sông Đà 10.9,,OTC,1550000
SongDa17,CTCP Sông Đà 17,,OTC,0
SongDaHoangLien,CTCP Thủy điện Sông Đà - Hoàng Liên,,OTC,0
SongHau,CTCP Chế biến Thực phẩm Sông Hậu,,OTC,0
SongHong,CTCP Năng lượng Sông Hồng,,OTC,0
SonlaUrenco,CTCP Môi trường và Dịch vụ Đô thị Sơn La,,Khác,0
SonTra,CTCP Đầu tư Phong Phú Sơn Trà,,OTC,0
SOSAL,CTCP Tập đoàn Muối Miền Nam,,OTC,0
SOV,CTCP Mắt kính Sài Gòn,Bán lẻ thực phẩm và nhu yếu phẩm,OTC,1914900
Sovico,CTCP Sovico,,OTC,0
SPA,CTCP Bao bì Sài Gòn,Nguyên vật liệu,OTC,8500000
SPP,CTCP Bao bì Nhựa Sài Gòn,Nguyên vật liệu,OTC,25120000
SPS,CTCP Dịch vụ Dầu khí Sài Gòn,,OTC,0
SPT,CTCP Dịch vụ Bưu chính Viễn thông Sài Gòn,,OTC,0
SPTAudit,Công ty TNHH Định giá và Kiểm toán SPT,,Khác,0
SSAudit,Công ty TNHH Tư vấn - Kiểm toán S&S,,Khác,0
SSGGroup,CTCP Tập đoàn S.S.G,,OTC,55000000
SSIAM,Công ty TNHH Quản lý Quỹ SSI,,Khác,9800000
SSIIMF,Quỹ đầu tư Thành viên SSI,,Khác,0
SSISCA,Quỹ đầu tư Lợi thế Cạnh tranh Bền vững SSI,,OTC,11192242
SSIVF,Quỹ Tầm Nhìn SSI,,Khác,0
SSS,CTCP Sông Đà 6.06,Tư liệu sản xuất,OTC,2500000
SST,CTCP Thương mại Bia Sài Gòn Sông Tiền,"Thực phẩm, đồ uống và thuốc lá",OTC,4000000
SSU,CTCP Môi trường Đô thị Sóc Sơn,Dịch vụ tiện ích,OTC,2500000
SSV,Công Ty TNHH Chứng Khoán Shinhan Việt Nam,,Khác,0
StandardAudit,Công ty TNHH Kiểm toán Tiêu Chuẩn,,Khác,0
StandardChartered,Ngân hàng TNHH MTV Standard Chartered Việt Nam,,Khác,0
STD,CTCP Bia - Nước giải khát Sài Gòn - Tây Đô,"Thực phẩm, đồ uống và thuốc lá",OTC,20000000
STI,CTCP Đầu tư Sài Gòn Thương Tín,,OTC,37500000
STJ,CTCP Vận tải Sonadezi,,OTC,4200000
STSC,CTCP Chứng khoán STSC,,OTC,31871000
STU,CTCP Môi Trường và Công trình Đô Thị Sơn Tây,Dịch vụ chuyên biệt và thương mại,OTC,1876000
STV,CTCP Chế tác Đá Việt Nam,Nguyên vật liệu,OTC,11000000
SUM,CTCP Đo đạc và Khoáng sản,Dịch vụ chuyên biệt và thương mại,OTC,2380000
SunCapital,CTCP Quản lý Quỹ đầu tư Chứng khoán Thái Dương,,OTC,0
SunCo,CTCP Xây dựng Thương mại Thái Dương,,OTC,0
SunGroup,CTCP Tập đoàn Mặt trời - Sun Group,,OTC,0
SunLifeVN,Công ty TNHH Bảo hiểm nhân thọ Sun Life Việt Nam,,Khác,0
SuThanhHa,CTCP Gốm sứ Thanh Hà,,OTC,0
SVJ,CTCP Santomas Việt Nam,,OTC,14515192
SVL,CTCP Nhân lực Quốc tế Sovilaco,,OTC,3270858
SVS,CTCP Chứng khoán Sao Việt,Dịch vụ tài chính,OTC,0
SZA,CTCP Sonadezi An Bình,,OTC,0
T12,CTCP Thương mại Dịch vụ Tràng Thi,Phân phối và bán lẻ hàng lâu bền,OTC,54000000
TA3,CTCP Đầu tư và Xây lắp Thành An 386,Tư liệu sản xuất,OTC,2309908
TAC,CTCP Dầu thực vật Tường An,"Thực phẩm, đồ uống và thuốc lá",OTC,33879648
TAFiCO,CTCP Xi măng Fico Tây Ninh,,OTC,0
TAFM,CTCP Quản lý Quỹ Đầu tư Pacific Bridge,,OTC,0
TAG,CTCP Thế Giới Số Trần Anh,Phân phối và bán lẻ hàng lâu bền,OTC,24914991
TAHUE,CTCP Thuận An,,OTC,0
TaiChinhBIDV,CTCP Đầu tư Tài chính BIDV,,OTC,0
TamViet,Công ty TNHH Kiểm toán Tâm Việt,,Khác,0
TanHung,CTCP Đầu tư Tấn Hưng,,OTC,50000000
TANISUGAR,CTCP Mía đường Tây Ninh,,OTC,0
TanLam,CTCP Nông sản Tân Lâm,,OTC,1100000
TanMai,CTCP Tập đoàn Tân Mai,,OTC,78074927
TanManh,Công ty TNHH Thiết kế Kiến trúc Xây dựng Tấn Mạnh,,Khác,0
TanPhat,CTCP Tấn Phát,,OTC,12000000
TanTan,CTCP Tân Tân,,OTC,0
TanThanhMy,CTCP Tân Thành Mỹ,,OTC,2900000
TanTien,CTCP Dệt Tân Tiến,,OTC,9671100
TAP,CTCP Đô thị Tân An,Dịch vụ tiện ích,OTC,1416700
TAPIOCA,CTCP Khoai Mì Nước Trong,,OTC,0
TapPham,CTCP Xuất nhập khẩu Tạp Phẩm,,OTC,0
TapPhamSG,CTCP Đầu tư và Thương mại Tạp phẩm Sài Gòn,,OTC,0
TARCO,CTCP Đăng kiểm Xe cơ giới Tây Ninh,,OTC,0
TARUCO,Công ty TNHH MTV Cao su 1-5 Tây Ninh,,Khác,0
TAS,CTCP Chứng khoán Tràng An,Dịch vụ tài chính,OTC,13900000
TauBienHP,CTCP Cung ứng Tàu biển Hải Phòng,,OTC,0
TauCuoc,CTCP Tàu Cuốc,,OTC,0
TayHo,CTCP Đầu Tư và Xây dựng Tây Hồ,,OTC,9000000
TayHoHousing,CTCP Đầu tư Phát triển Nhà và Xây dựng Tây Hồ,,OTC,0
TayHoQP,CTCP Đầu Tư và Xây lắp Tây Hồ,,OTC,0
